pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U1040P1,U1040N4,U1040N5,1,1,,E5 ul. Nádražní,,0
U1040P2,U1040N4,U1040N6,1,1,,E4 BUS Křížová,,0
U1040P4,U1040N4,U1040N8,1,1,,E2 - E3 ul. Za Ženskými domovy,,0
U1040P5,U1040N4,U1040N9,1,1,,E1 ul. Ostrovského,,0
U1040P6,U1040S1E1,U1040N9,2,1,,,,0
U1040P7,U1040S1E2,U1040N8,2,1,,,"E2 ul. Za Ženskými domovy, ul. Radlická",0
U1040P8,U1040S1E3,U1040N8,2,1,,,"E3 ul. Za Ženskými domovy, ul. Nádražní",0
U1040P9,U1040S1E4,U1040N6,2,1,,,,0
U1040P10,U1040S1E5,U1040N5,2,1,,,,0
U1040P11,U1040N14,U1040N10,4,1,95,,E1 - E5 BUS Terminal,0
U1040P12,U1040Z101P,U1040N10,1,1,,E1 - E5 BUS Terminál,,0
U1040P13,U1040Z102P,U1040N10,1,1,,E1 - E5 BUS Terminál,,0
U1040P14,U1040Z101P,U1040Z102P,1,1,,,,0
U1040P15,U1040N2,U1040Z101P,1,1,,,"E6 - E7 ul. Plzeňská, Lidická",0
U1040P16,U1040Z102P,U1040N2,1,1,,"E6 - E7 ul. Plzeňská, Lidická",,0
U1040P17,U1040N1,U1040N2,5,1,40,,E6 Výtah/Lift,0
U1040P18,U1040N1,U1040N13,1,1,,,,0
U1040P19,U1040S1E7,U1040N3,5,1,70,,,0
U1040P20,U1040N12,U1040N11,4,1,95,"Motol, Řepy, Radlice, Smíchov, Barrondov, Centrum, Dejvice",,0
U1040P21,U1040N2,U1040N11,1,1,,"E7 ul. Plzeňská, Lidická",,0
U1040P22,U1040N5,U1040S1E5,4,0,25,,,0
U1040P23,U1040N6,U1040S1E4,4,0,25,,,0
U157P1,U157Z101P,U157Z102P,1,1,,,,0
U157P2,U157Z102P,U157N3,1,1,,"Výtah, Lift",,0
U157P3,U157Z101P,U157N3,1,1,,"Výtah, Lift",,0
U157P4,U157Z102P,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P5,U157Z101P,U157N4,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P6,U157N1,U157N11,1,1,,,"Evropská, Arabská, Lift",0
U157P7,U157N4,U157N5,4,1,55,,,0
U157P8,U157N6,U157N9,1,1,,,,0
U157P9,U157N6,U157N8,1,1,,"Evropská ulice, Horoměřická ulice, TRAM, BUS",,0
U157P10,U157N6,U157N7,1,1,,"Evropská ulice, Liberijská ulice, Kladenská ulice",,0
U157P11,U157S1E9,U157N8,2,1,,,"TRAM Červený vrch, Vozovna Vokovice",0
U157P12,U157S1E8,U157N8,2,1,,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",0
U157P13,U157S1E5,U157N7,2,1,,,Evropská,0
U157P14,U157S1E6,U157N7,1,1,,,"Liberijská, Kladenská, Africká",0
U157P15,U157S1E1,U157N1,2,1,,,,0
U157P16,U157S1E4,U157N2,1,1,,,,0
U157P17,U157S1E11,U157N1,5,1,20,,,0
U157P18,U157N2,U157S1E3,5,1,20,,"Evropská ulice, Lift",0
U157P19,U157N10,U157N3,5,1,60,"Lift, Výtah","Lift,Výtah",0
U157P20,U157N5,U157N12,1,1,,,,0
U157P21,U157S1E10,U157N9,2,1,,,"TRAM Dejvice, centrum",0
U157P22,U157S1E8,U157N8,5,1,20,,"Horoměřická, BUS Hanspaulka, Nebušice, Horoměřice",1
U50P1,U50N1,U50N11,2,1,,,,0
U50P2,U50N1,U50Z102P,1,1,,,"Budějovická ul., Olbrachtova",0
U50P3,U50N1,U50Z101P,1,1,,,"Budějovická ul., Olbrachtova",0
U50P4,U50Z101P,U50Z102P,1,1,,,,0
U50P5,U50N3,U50Z102P,1,1,,,"Antala Staška, Poliklinika Budějovická",0
U50P6,U50N3,U50Z101P,1,1,,,,0
U50P7,U50N2,U50N3,4,1,20,,"Antala Staška, Poliklinika Budějovická",0
U50P8,U50N4,U50Z102P,1,1,,,"Budějovická ul., Olbrachtova",0
U50P9,U50S1E11,U50N5,5,1,40,,,1
U50P10,U50N4,U50Z101P,1,1,,,"Budějovická ul., Olbrachtova",0
U50P11,U50N4,U50N12,5,1,55,,,1
U50P12,U50N15,U50N12,1,1,,,,0
U50P13,U50N6,U50N14,1,1,,,,0
U50P14,U50N6,U50S1E6,4,0,20,"BUS Dvorce, Braník, Olbrachtova ul.",,0
U50P15,U50S1E6,U50N6,2,1,,,"BUS Dvorce, Braník, Olbrachtova ul.",0
U50P16,U50S1E5,U50N6,2,1,,,,0
U50P17,U50N6,U50N7,1,1,,"BUS Brumlovka, Sídliště Spořilov",,0
U50P18,U50N7,U50S1E7,4,0,20,,,0
U50P19,U50S1E7,U50N7,2,1,,,,0
U50P20,U50N5,U50N6,1,1,,,Lidl,0
U50P21,U50N2,U50N13,1,1,,,,0
U50P22,U50N8,U50N9,1,1,,Metro Budějovická,"Bus DP, Antala Staška, Poliklinika Budějovická",0
U50P23,U50N9,U50N10,1,1,,,Poliklinika Budějovická,0
U50P24,U50N10,U50S1E2,4,0,30,,"BUS  IKEM, Kunratice, ÚMČ Praha 4",0
U50P25,U50N9,U50S1E1,4,1,30,,"BUS Pankrác, Nusle",0
U50P26,U50N10,U50S1E2,2,1,,,"BUS  IKEM, Kunratice, ÚMČ Praha 4",0
U50P27,U50N10,U50S1E3,1,1,,,,0
U602P1,U602Z101P,U602Z102P,1,1,,,,0
U602P2,U602Z101P,U602N1,1,1,,"Motol, Vypich, Anděl",,0
U602P3,U602Z102P,U602N1,1,1,,"Motol, Vypich, Anděl",,0
U602P4,U602Z101P,U602N2,1,1,,,,0
U602P5,U602Z102P,U602N2,1,1,,,,0
U602P6,U602S1E2,U602N3,1,1,,,"Nemocnice Motol, Vypich, Bavorská",0
U602P7,U602S1E1,U602N3,1,1,,,"Velká - Malá Ohrada, Nemocnice Na Homolce",0
U602P8,U602S1E8,U602N4,1,1,,,ulice Petržílkova,0
U602P9,U602S1E10,U602N4,1,1,,,"ulice Seydlerova, ulice Fingerova",0
U602P10,U602N2,U602N6,2,1,,"ulice Seydlerova, ulice Petržílkova",,0
U602P11,U602N1,U602N3,2,1,,"Velká Ohrada, Malá Ohrada, Jinonice, Anděl",,0
U602P12,U602S1E6,U602N4,2,1,,,zájezdová doprava,0
U602P13,U602N2,U602N6,5,1,120,"ulice Seydlerova, ulice Petržílkova",,1
U897P4,U897N10,U897N7,5,1,30,Výtah/Lift,Výtah/Lift,0
U897P6,U897N7,U897N10,2,1,,Metro B,,0
U897P7,U897N6,U897N12,2,1,,"E1, BUS Terminal",,0
U897P8,U897N12,U897N6,5,1,30,1,0,0
U897P13,U897N2,U897N10,1,1,,E1 - E2,Metro B,0
U897P15,U897N2,U897N11,1,1,,Metro B,,0
U897P16,U897S1E23,U897N11,1,1,,,,0
U897P17,U897S1E22,U897N11,1,1,,,,0
U897P18,U897N1,U897N14,1,1,,,,0
U897P31,U897N12,U897N14,1,1,,,"E2 ul. Chlumecká, Výtah/Lift",0
U897P37,U897N14,U897S1E12,1,1,,,,0
U897P40,U897N14,U897N4,1,1,,,,0
U897P41,U897N2,U897S1E21,1,1,,,,0
U897P52,U897N12,U897S1E1,5,1,30,-1,0,0
U510P1,U510Z101P,U510Z102P,1,1,,,,0
U510P2,U510Z101P,U510N1,1,1,,"E1 - E3 ul. Drahobejlova, Sokolovská",,0
U510P3,U510Z102P,U510N1,1,1,,"E1 - E3 ul. Drahobejlova, Sokolovská",,0
U510P4,U510S1E3,U510N2,1,1,,,E3 ul. Drahobejlova,0
U510P5,U510S1E2,U510N2,1,1,,,E2 ul. Sokolovská,0
U510P6,U510S1E1,U510N2,1,1,,,E1 ul. Ocelářská,0
U510P7,U510N1,U510N3,4,1,90,,,0
U52P1,U52Z101P,U52Z102P,1,1,,,,0
U52P2,U52Z101P,U52N1,1,1,,E1 - E3,,0
U52P3,U52Z102P,U52N1,1,1,,E1 - E3,,0
U52P4,U52N3,U52N5,1,1,,E3,,0
U52P5,U52N5,U52S1E31,1,1,,,Parkoviště P+R,0
U52P6,U52S1E32,U52N5,1,1,,,OC Westfield Chodov,0
U52P7,U52S1E3,U52N8,2,1,,,,0
U52P8,U52N5,U52N8,1,1,,E3 ulice K Dubu,,0
U52P9,U52S1E1,U52N7,2,1,,,,0
U52P10,U52N1,U52N2,2,1,,,,0
U52P12,U52N3,U52N6,1,1,,"E2, E3",,0
U52P13,U52S1E11,U52N7,5,1,50,,,1
U52P14,U52S1E12,U52N7,1,1,,,,0
U52P15,U52N7,U52N9,1,1,,,E1,0
U52P16,U52N6,U52N9,1,1,,,,0
U52P17,U52S1E2,U52N9,2,1,,,,0
U52P18,U52S1E21,U52N6,5,1,70,,,0
U52P19,U52N1,U52N2,5,1,70,,,0
U321P1,U321S1E3,U321N1,2,1,,,,0
U321P2,U321S1E4,U321N2,2,1,,,,0
U321P3,U321S1E5,U321N3,2,1,,,,0
U321P4,U321N3,U321S1E5,4,0,44,,,0
U321P5,U321S1E51,U321N4,5,1,40,,,1
U321P6,U321S1E1,U321N5,2,1,,,,0
U321P7,U321S1E11,U321N5,5,1,100,,,1
U321P9,U321S1E7,U321N7,2,1,,,,0
U321P10,U321S1E6,U321N8,2,1,,,,0
U321P11,U321N7,U321N9,1,1,,,"E7 Jugosl. partyzánů, BUS",0
U321P12,U321N8,U321N9,1,1,,,"E6 Vítězné náměstí, TRAM",0
U321P13,U321N6,U321N16,5,1,80,"Výtah, Lift","E1 Výtah, Lift",1
U321P15,U321N15,U321N14,2,1,,,,0
U321P16,U321N13,U321N12,4,1,29,,,0
U321P17,U321N1,U321N11,1,1,,,"E3 ul. Evropská, TRAM Bořislavka",0
U321P18,U321N2,U321N11,1,1,,,"E4 ul. Evropská, TRAM Smíchov",0
U321P19,U321N3,U321N11,1,1,,,"E5 ul. Evropská, Banskobystrická",0
U321P20,U321N4,U321N11,1,1,,,E5 Výtah/Lift,0
U321P21,U321N5,U321N11,1,1,,E2 - E5 ul. Evropská,"E1 Park Vítězství, Výtah/Lift",0
U321P22,U321N5,U321N9,1,1,,"E7 Vítězné náměstí, Výtah/Lift Metro A Dejvická","E1 Park Vítězství, Výtah/Lift",0
U321P23,U321S1E2,U321N17,2,1,,,,0
U321P24,U321N11,U321N17,1,1,,E2 ul. Šolínova,,0
U321P26,U321N9,U321N11,1,1,,E2 - E5 ul. Evropská,"E7 Vítězné náměstí, Výtah/Lift Metro A Dejvická",0
U321P28,U321Z101P,U321N12,1,1,,E1 - E5 ul. Evropská,,0
U321P29,U321Z101P,U321N14,1,1,,E6 -E7 Vítězné náměstí,,0
U321P30,U321Z102P,U321N12,1,1,,E1 - E5 ul. Evropská,,0
U321P31,U321Z102P,U321N14,1,1,,E6 -E7 Vítězné náměstí,,0
U321P32,U321Z102P,U321Z101P,1,1,,,,0
U1071P1,U1071N5,U1071Z102P,1,1,,,E1,0
U1071P2,U1071N5,U1071Z101P,1,1,,,E1,0
U118P1,U118Z102P,U118N1,1,1,,E1 - E6 ul. Vinohradská,,0
U118P2,U118Z101P,U118N1,1,1,,E1 - E6 ul. Vinohradská,,0
U118P3,U118Z101P,U118Z102P,1,1,,,,0
U118P4,U118N2,U118N3,1,1,,E2 - E6 ul. Vinohradská,,0
U118P5,U118N3,U118N4,1,1,,,,0
U118P6,U118S1E1,U118N2,2,1,,,E1 ul. Jičínská,0
U118P7,U118S1E6,U118N3,2,1,,,E6 ul. Vinohradská,0
U118P8,U118S1E5,U118N3,2,1,,,E5 TRAM centrum,0
U118P9,U118S1E4,U118N3,2,1,,,E4 TRAM Žižkov,0
U118P10,U118S1E3,U118N4,2,1,,,E3 ul. Vinohradská,0
U118P11,U118S1E2,U118N4,2,1,,,"E2 ul. Jičínská, Slezská",0
U118P12,U118N1,U118N5,4,1,60,,,0
U118P13,U118N2,U118N6,1,1,,,,0
U118P14,U118S1E7,U118N6,1,1,,,,0
U689P20,U689S1E201,U689N27,1,1,,,,0
U689P21,U689S1E301,U689N30,1,1,,,,0
U689P24,U689S1E202,U689N1,5,1,240,,,1
U689P25,U689Z121P,U689Z122P,1,1,,,,0
U689P26,U689N17,U689N18,1,1,,,E1 ul. Sokolovská,0
U689P29,U689N18,U689N21,4,0,20,"Přestup B, Transfer B",,0
U689P30,U689N21,U689N19,4,0,20,"Přestup C, Transfer C",,0
U689P31,U689N21,U689N22,1,1,,"Přestup B, Transfer B","Přestup C, Transfer C",0
U689P32,U689N22,U689N23,4,1,30,,,0
U689P33,U689N23,U689N24,1,1,,"Přestup B, Transfer B","Přestup C, Transfer C",0
U689P34,U689N55,U689N24,1,1,,"Přestup B, Transfer B",E2 Výtah/Lift,0
U689P36,U689N24,U689N26,2,1,,,,0
U689P37,U689N24,U689N25,5,1,60,,,1
U689P38,U689N25,U689Z102P,1,1,,,E2 Výtah/Lift,0
U689P39,U689N25,U689Z101P,1,1,,,E2 Výtah/Lift,0
U689P40,U689N2,U689N28,4,1,55,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P41,U689N4,U689N17,4,1,40,,E1 ul. Sokolovská,0
U689P43,U689N28,U689Z101P,1,1,,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P44,U689N28,U689Z102P,1,1,,,"E1 ul. Sokolovská, Ke Štvanici",0
U689P46,U689N26,U689Z102P,1,1,,"Přestup B, Transfer B","Přestup C, Transfer C",0
U689P47,U689N26,U689Z101P,1,1,,"Přestup B, Transfer B","Přestup C, Transfer C",0
U689P50,U689N19,U689Z121P,1,1,,,"E2 - E6 ul. Křižíkova, Na Florenci",0
U689P51,U689N19,U689Z122P,1,1,,,"E2 - E6 ul. Křižíkova, Na Florenci",0
U689P52,U689N18,U689Z122P,1,1,,,E1 ulice Sokolovská,0
U689P53,U689N18,U689Z121P,1,1,,,E1 ulice Sokolovská,0
U689P54,U689Z101P,U689Z102P,1,1,,,,0
U286P1,U286N7,U286N6,1,1,,E2 - E3,,0
U286P3,U286Z101P,U286N1,1,1,,E2 - E3 BUS Terminal,,0
U286P4,U286Z101P,U286Z102P,1,1,,,,0
U286P5,U286Z102P,U286N1,1,1,,E2 - E3 BUS Terminal,,0
U286P6,U286Z101P,U286N3,1,1,,E1 ul. Arkalycká,,0
U286P7,U286Z102P,U286N3,1,1,,E1 ul. Arkalycká,,0
U286P8,U286N1,U286N2,2,1,,,,0
U286P9,U286N6,U286S1E2,4,0,30,E2 BUS Terminal,,0
U286P10,U286S1E3,U286N6,4,0,30,,,0
U286P11,U286S1E3,U286N6,2,1,,,E3 ul. Opatovská,0
U286P12,U286S1E2,U286N6,2,1,,,E2 BUS Terminal,0
U286P13,U286N3,U286N4,4,1,55,,,0
U286P14,U286N3,U286N4,5,1,70,,,0
U286P15,U286S1E1,U286N5,1,1,,,,0
U142P1,U142N6,U142N7,2,1,,,,0
U142P2,U142N8,U142N5,4,0,30,,,0
U142P3,U142N9,U142N12,2,1,,,,0
U142P4,U142N19,U142N20,5,1,30,,,1
U142P5,U142N17,U142N18,5,1,30,,,1
U142P6,U142N17,U142Z102P,1,1,,,,0
U142P7,U142N11,U142Z101P,1,1,,,jděte ve směru jízdy vlaku; follow the direction of train,0
U142P8,U142N9,U142Z101P,1,1,,,,0
U142P9,U142N8,U142Z102P,1,1,,,jděte proti směru jízdy vlaku; go against the direction of the train ,0
U142P10,U142N6,U142Z102P,1,1,,,,0
U142P11,U142N19,U142Z101P,1,1,,,,0
U142P13,U142N7,U142S1E3,1,1,,,,0
U142P14,U142N26,U142S1E12,2,1,,,,0
U142P15,U142N22,U142N24,4,1,30,,,0
U142P16,U142S1E16,U142N29,2,1,,,,0
U142P17,U142N23,U142N25,4,1,30,,,0
U142P18,U142N23,U142S1E11,1,1,,,,0
U142P19,U142N23,U142N29,1,1,,,,0
U142P20,U142N22,U142N29,1,1,,,,0
U142P21,U142N22,U142N26,1,1,,,,0
U142P22,U142N30,U142N21,3,1,20,,,0
U142P23,U142N25,U142N30,1,1,,,,0
U142P24,U142N24,U142N30,1,1,,,,0
U142P26,U142N1,U142Z102P,1,1,,,jděte ve směru jízdy vlaku; follow the direction of train,0
U142P27,U142N4,U142Z102P,1,1,,,,0
U142P28,U142N2,U142N4,2,1,,,,0
U142P29,U142N14,U142Z101P,1,1,,,jděte proti směru jízdy vlaku; go against the direction of the train ,0
U142P30,U142N16,U142Z101P,1,1,,,,0
U142P31,U142N13,U142N16,2,1,,,,0
U142P32,U142N1,U142N3,4,0,30,,,0
U142P33,U142N14,U142N15,4,0,30,,,0
U142P34,U142N27,U142N32,4,1,20,,,0
U142P36,U142N35,U142S1E6,1,1,,"S; Sever, North",,0
U142P37,U142N31,U142S1E8,1,1,,"J; Jih, South",,0
U142P38,U142N28,U142N31,4,1,20,,,0
U142P45,U142N18,U142S1E3,1,1,,,,0
U142P46,U142N5,U142S1E3,1,1,,,,0
U142P47,U142N7,U142N27,1,1,,,,0
U142P48,U142N20,U142N18,1,1,,,,0
U142P49,U142N20,U142S1E3,1,1,,,,0
U142P50,U142N10,U142S1E3,1,1,,,,0
U142P51,U142N11,U142N10,4,0,30,,,0
U142P52,U142N12,U142S1E3,1,1,,,,0
U142P53,U142N12,U142N21,1,1,,,,0
U142P54,U142N12,U142N27,1,1,,,,0
U142P56,U142N2,U142S1E1,1,1,,,,0
U142P57,U142N3,U142S1E1,1,1,,,,0
U142P58,U142N28,U142S1E1,1,1,,,,0
U142P59,U142N2,U142N28,1,1,,,,0
U142P60,U142N3,U142N28,1,1,,,,0
U142P61,U142N15,U142S1E1,1,1,,,,0
U142P63,U142N21,U142N30,5,1,30,,,1
U142P64,U142S1E13,U142N21,5,1,40,,,1
U142P65,U142S1E13,U142N30,5,1,30,,,1
U142P66,U142N34,U142N35,5,1,30,,,1
U142P67,U142N30,U142N35,1,1,,,,0
U142P68,U142N23,U142N34,1,1,,,,0
U142P69,U142N13,U142N28,1,1,,,,0
U142P70,U142N5,U142N27,1,1,,,,0
U142P71,U142N30,U142S1E7,1,1,,,,0
U142P80,U142N18,U142N21,1,1,,,,0
U142P81,U142N20,U142N21,1,1,,,,0
U142P82,U142N13,U142N15,1,1,,,,0
U142P83,U142N10,U142N21,1,1,,,,0
U142P84,U142N7,U142N21,1,1,,,,0
U142P85,U142N5,U142N21,1,1,,,,0
U142P86,U142N10,U142N27,1,1,,,,0
U135P1,U135N3,U135Z102P,1,1,,E1 - E5 ul. Poděbradská,,0
U135P2,U135N3,U135N4,4,1,75,,,0
U135P3,U135N2,U135Z102P,1,1,,,"Výtah, Lift",0
U135P4,U135Z101P,U135N2,1,1,,"Výtah, Lift",,0
U135P5,U135N4,U135N2,5,1,150,,,1
U135P6,U135N10,U135N5,1,1,,,,0
U135P8,U135Z101P,U135N3,1,1,,,E1 - E5 ul. Poděbradská,0
U135P19,U135N5,U135S1E5,1,1,,E5,,0
U135P10,U135N9,U135S1E11,2,1,,E1 Schody/Stairs,,0
U135P11,U135N9,U135S1E1,1,1,,E1 Rampa/Ramp,,0
U135P12,U135N9,U135N6,1,1,,"E2, E3, E4 sídliště Hloubetín",,0
U135P13,U135S1E2,U135N6,2,1,,,E2 TRAM U Elektry,0
U135P14,U135N6,U135N7,1,1,,,,0
U135P15,U135S1E3,U135N7,2,1,,,E3 TRAM sídliště Hloubětín,0
U135P16,U135N7,U135N8,1,1,,,,0
U135P17,U135N8,U135S1E4,1,1,,E4,,0
U135P18,U135S1E41,U135N8,2,1,,,E4,0
U115P1,U115Z101P,U115Z102P,1,1,,,,0
U115P2,U115Z101P,U115N1,1,1,,E4 - E6 ulice Partyzánská,,0
U115P3,U115Z102P,U115N1,1,1,,E4 - E6 ulice Partyzánská,,0
U115P4,U115Z102P,U115N3,1,1,,"E1 - E3 ullice Plynární, P+R",,0
U115P5,U115Z101P,U115N3,1,1,,"E1 - E3 ullice Plynární, P+R",,0
U115P6,U115N4,U115S1E1,1,1,,,E1 ,0
U115P7,U115N4,U115S1E2,1,1,,,E2 TRAM,0
U115P8,U115S1E3,U115N4,1,1,,,E3 ulice Argentinská,0
U115P9,U115N6,U115N5,1,1,,,,0
U115P10,U115S1E6,U115N5,1,1,,,"E6 ulice Partyzánská, Trojský most",0
U115P11,U115S1E5,U115N5,1,1,,,"E5 Praha - Holešovice, Railway Station",0
U115P12,U115S1E4,U115N5,1,1,,,"E4 ulice Vrbenského, BUS Terminal - AN Holešovice",0
U115P14,U115N1,U115N2,5,1,110,,,1
U115P15,U115N3,U115N7,4,1,25,,,0
U115P16,U115N1,U115N2,2,1,,,,0
U115P17,U115N3,U115N7,2,1,,,,0
U163P1,U163Z101P,U163Z102P,1,1,,,,0
U163P2,U163Z102P,U163N1,1,1,,,,0
U163P3,U163Z101P,U163N1,1,1,,,,0
U163P4,U163N7,U163N10,1,1,,"Praha - Dejvice, BUS Hanspaulka",,0
U163P5,U163N7,U163N11,1,1,,,,0
U163P6,U163N7,U163N9,1,1,,Dálková doprava,,0
U163P7,U163N7,U163N8,1,1,,"ulice Milady Horákové, Letná",,0
U163P8,U163S1E8,U163N10,2,1,,,,0
U163P9,U163N8,U163S1E6,4,0,20,,,0
U163P10,U163N9,U163S1E5,4,0,20,,,0
U163P11,U163S1E5,U163N9,2,1,,,,0
U163P12,U163S1E6,U163N8,2,1,,,,0
U163P14,U163N4,U163N2,1,1,,,"ulice Milady Horákové, Dejvická, Bubenečská, Praha - Dejvice",0
U163P15,U163S1E4,U163N3,2,1,,,"Petřiny, Střešovice, Břevnov, Vypich",0
U163P16,U163S1E3,U163N4,2,1,,,"Holešovice, centrum, Letná, Žižkov, Strašnice, Malostranská, Barrandov",0
U163P17,U163S1E1,U163N6,2,1,,,"Pražský hrad, Královský letohrádek, Loretánské náměstí",0
U163P18,U163N3,U163N7,1,1,,"Dejvická, Bubenečská",,0
U163P19,U163N1,U163N13,4,1,120,"Ulice Milady Horákové, Tram, Bus, Praha - Dejvice",,0
U163P20,U163S1E7,U163N11,5,1,65,,,1
U163P21,U163N2,U163N12,1,1,,"ulice Milady Horákové, ulice Badeniho, Letná, Špejchar",,0
U163P22,U163S1E2,U163N12,2,1,,,"ulice Milady Horákové, ulice Badeniho, Letenská pláň",0
U163P23,U163N2,U163N6,1,1,,"Pražský hrad, Královský letohrádek, Loretánské náměstí",,0
U163P24,U163N2,U163N3,1,1,,"ulice Milady Horákové, Dejvická, Bubenečská, Praha - Dejvice",,0
U1154P1,U1154Z102P,U1154N3,1,1,,,,0
U1154P2,U1154Z101P,U1154N3,1,1,,,,0
U1154P3,U1154S1E1,U1154N4,1,1,,,E1 ul. Petržíkova,0
U1154P4,U1154S1E2,U1154N4,1,1,,,E2 ul. Volutová,0
U1154P5,U1154S1E3,U1154N4,1,1,,,E3 ul. V Hůrkách,0
U1154P6,U1154N6,U1154N4,1,1,,,,0
U1154P7,U1154N1,U1154N2,5,1,50,,,1
U1154P8,U1154N3,U1154N5,2,1,,E1 - E3 ul. Petržílkova,,0
U1154P9,U1154N2,U1154N3,1,1,,,Výtah/Lift,0
U655P1,U655Z101P,U655Z102P,1,1,,,,0
U655P2,U655Z101P,U655N1,1,1,,"E1 ul. Sokolovská, sídliště Invalidovna",,0
U655P3,U655Z102P,U655N1,1,1,,"E1 ul. Sokolovská, sídliště Invalidovna",,0
U655P4,U655S1E1,U655N2,1,1,,,,0
U655P5,U655N1,U655N2,4,1,70,,,0
U190P1,U190Z102P,U190N3,1,1,,E5 ,,0
U190P2,U190Z101P,U190N3,1,1,,E5 ,,0
U190P3,U190Z101P,U190Z102P,1,1,,,,0
U190P4,U190N2,U190N7,1,1,,,,0
U190P5,U190Z102P,U190N1,1,1,,E1- E4 náměstí I.P.Pavlova,,0
U190P6,U190Z101P,U190N1,1,1,,E1- E4 náměstí I.P.Pavlova,,0
U190P7,U190N8,U190N6,1,1,,,,0
U190P8,U190N1,U190N5,4,1,40,,,0
U190P9,U190S1E4,U190N6,2,1,,,"E4 ulice Ječná, Sokolská",0
U190P10,U190S1E1,U190N6,2,1,,,"E1 ulice Lublaňská, Tylovo náměstí",0
